id,date,store_nbr,family,sales
3000957,2017-08-16,11,BEVERAGES,2850.6525331478692
3000958,2017-08-16,11,BOOKS,-0.0
3000959,2017-08-16,11,BREAD/BAKERY,569.9001318425042
3000960,2017-08-16,11,CELEBRATION,9.065272169043922
3000961,2017-08-16,11,CLEANING,1541.6221888220898
3000962,2017-08-16,11,DAIRY,625.9583254748792
3000963,2017-08-16,11,DELI,411.9626855388653
3000964,2017-08-16,11,EGGS,201.2235628539287
3000965,2017-08-16,11,FROZEN FOODS,59.43634936551171
3000966,2017-08-16,11,GROCERY I,6030.872269073814
3000967,2017-08-16,11,GROCERY II,19.102386663003678
3000968,2017-08-16,11,HARDWARE,0.44477991955813445
3000969,2017-08-16,11,HOME AND KITCHEN I,22.025203370862943
3000970,2017-08-16,11,HOME AND KITCHEN II,14.874928058107383
3000971,2017-08-16,11,HOME APPLIANCES,0.00445527306489805
3000972,2017-08-16,11,HOME CARE,492.4512216506648
3000973,2017-08-16,11,LADIESWEAR,6.0059794338894115
3000974,2017-08-16,11,LAWN AND GARDEN,11.233445045849969
3000975,2017-08-16,11,LINGERIE,7.724143276548059
3000976,2017-08-16,11,"LIQUOR,WINE,BEER",116.97929919572896
3000977,2017-08-16,11,MAGAZINES,1.7464779874152407
3000978,2017-08-16,11,MEATS,470.86459278572244
3000979,2017-08-16,11,PERSONAL CARE,354.4728902190033
3000980,2017-08-16,11,PET SUPPLIES,1.3781752340749627
3000981,2017-08-16,11,PLAYERS AND ELECTRONICS,11.170630799108626
3000982,2017-08-16,11,POULTRY,373.18951218852607
3000983,2017-08-16,11,PREPARED FOODS,93.12014526221523
3000984,2017-08-16,11,PRODUCE,1513.5131828076383
3000985,2017-08-16,11,SCHOOL AND OFFICE SUPPLIES,22.770869040550746
3000986,2017-08-16,11,SEAFOOD,5.6128526551697595
3000987,2017-08-16,12,AUTOMOTIVE,3.482026775292569
3000988,2017-08-16,12,BABY CARE,-0.0
3000989,2017-08-16,12,BEAUTY,3.7825513258159473
3000990,2017-08-16,12,BEVERAGES,1265.4792620769658
3000991,2017-08-16,12,BOOKS,0.0
3000992,2017-08-16,12,BREAD/BAKERY,164.35805437595496
3000993,2017-08-16,12,CELEBRATION,6.510608924325864
3000994,2017-08-16,12,CLEANING,723.3138156767484
3000995,2017-08-16,12,DAIRY,391.41461987548183
3000996,2017-08-16,12,DELI,183.78217207824773
3000997,2017-08-16,12,EGGS,44.023992333190165
3000998,2017-08-16,12,FROZEN FOODS,26.663411476580464
3000999,2017-08-16,12,GROCERY I,2314.1003770715924
3001000,2017-08-16,12,GROCERY II,8.091076113080682
3001001,2017-08-16,12,HARDWARE,0.1643395723321623
3001002,2017-08-16,12,HOME AND KITCHEN I,11.14319858509701
3001003,2017-08-16,12,HOME AND KITCHEN II,16.189619625283246
3001004,2017-08-16,12,HOME APPLIANCES,0.03755680827549996
3001005,2017-08-16,12,HOME CARE,147.21047671237065
3001006,2017-08-16,12,LADIESWEAR,6.540414810428433
3001007,2017-08-16,12,LAWN AND GARDEN,0.0
3001008,2017-08-16,12,LINGERIE,7.687845425123806
3001009,2017-08-16,12,"LIQUOR,WINE,BEER",56.00750090767716
3001010,2017-08-16,12,MAGAZINES,1.544844687034706
3001011,2017-08-16,12,MEATS,111.72106358882317
3001012,2017-08-16,12,PERSONAL CARE,154.55490045469801
3001013,2017-08-16,12,PET SUPPLIES,1.2342667674488936
3001014,2017-08-16,12,PLAYERS AND ELECTRONICS,3.749900835082234
3001015,2017-08-16,12,POULTRY,156.66126372005064
3001016,2017-08-16,12,PREPARED FOODS,33.899456794737866
3001017,2017-08-16,12,PRODUCE,321.6427211164159
3001018,2017-08-16,12,SCHOOL AND OFFICE SUPPLIES,11.136193647851437
3001019,2017-08-16,12,SEAFOOD,2.118273499186643
3001020,2017-08-16,13,AUTOMOTIVE,3.6409734515224796
3001021,2017-08-16,13,BABY CARE,-0.0
3001022,2017-08-16,13,BEAUTY,3.547127837405421
3001023,2017-08-16,13,BEVERAGES,1137.87968029374
3001024,2017-08-16,13,BOOKS,-0.0
3001025,2017-08-16,13,BREAD/BAKERY,111.95215998333416
3001026,2017-08-16,13,CELEBRATION,3.9035128083405164
3001027,2017-08-16,13,CLEANING,578.3564128867989
3001028,2017-08-16,13,DAIRY,309.76034446928907
3001029,2017-08-16,13,DELI,142.30161854000227
3001030,2017-08-16,13,EGGS,43.905906726523845
3001031,2017-08-16,13,FROZEN FOODS,20.70170037994524
3001032,2017-08-16,13,GROCERY I,2119.5497786844066
3001033,2017-08-16,13,GROCERY II,6.106953526973118
3001034,2017-08-16,13,HARDWARE,0.06645131022125117
3001035,2017-08-16,13,HOME AND KITCHEN I,9.689464264634713
3001036,2017-08-16,13,HOME AND KITCHEN II,21.83870370933802
3001037,2017-08-16,13,HOME APPLIANCES,0.007008556431884162
3001038,2017-08-16,13,HOME CARE,121.4580220295865
3001039,2017-08-16,13,LADIESWEAR,0.9316182047065751
3001040,2017-08-16,13,LAWN AND GARDEN,0.0
3001041,2017-08-16,13,LINGERIE,5.596799134267898
3001042,2017-08-16,13,"LIQUOR,WINE,BEER",79.08658490476827
3001043,2017-08-16,13,MAGAZINES,0.6280690192428497
3001044,2017-08-16,13,MEATS,92.66832189555798
3001045,2017-08-16,13,PERSONAL CARE,178.0369912710158
3001046,2017-08-16,13,PET SUPPLIES,0.30613788850596657
3001047,2017-08-16,13,PLAYERS AND ELECTRONICS,4.130288328564561
3001048,2017-08-16,13,POULTRY,52.73232054845787
3001049,2017-08-16,13,PREPARED FOODS,17.53565588478612
3001050,2017-08-16,13,PRODUCE,183.03267440978308
3001051,2017-08-16,13,SCHOOL AND OFFICE SUPPLIES,10.242483130461384
3001052,2017-08-16,13,SEAFOOD,0.6560722927047993
3001053,2017-08-16,14,AUTOMOTIVE,2.312546085827538
3001054,2017-08-16,14,BABY CARE,-0.0
3001055,2017-08-16,14,BEAUTY,2.4029204695402506
3001056,2017-08-16,14,BEVERAGES,1344.0808659285235
3001057,2017-08-16,14,BOOKS,-0.0
3001058,2017-08-16,14,BREAD/BAKERY,168.7275432776431
3001059,2017-08-16,14,CELEBRATION,4.725382371388373
3001060,2017-08-16,14,CLEANING,974.7245345883528
3001061,2017-08-16,14,DAIRY,394.71437179377637
3001062,2017-08-16,14,DELI,236.27208966466316
3001063,2017-08-16,14,EGGS,25.50899556421425
3001064,2017-08-16,14,FROZEN FOODS,29.872851155812956
3001065,2017-08-16,14,GROCERY I,2482.6546327390583
3001066,2017-08-16,14,GROCERY II,3.299422778200337
3001067,2017-08-16,14,HARDWARE,0.006646560339447249
3001068,2017-08-16,14,HOME AND KITCHEN I,5.4379439553007884
3001069,2017-08-16,14,HOME AND KITCHEN II,17.916410245182725
3001070,2017-08-16,14,HOME APPLIANCES,0.013573228589259191
3001071,2017-08-16,14,HOME CARE,175.24315103430058
3001072,2017-08-16,14,LADIESWEAR,0.5294966203841509
3001073,2017-08-16,14,LAWN AND GARDEN,0.0
3001074,2017-08-16,14,LINGERIE,7.317040712633911
3001075,2017-08-16,14,"LIQUOR,WINE,BEER",31.102828221772164
3001076,2017-08-16,14,MAGAZINES,1.9421791470082699
3001077,2017-08-16,14,MEATS,117.82779636869975
3001078,2017-08-16,14,PERSONAL CARE,259.7955358394962
3001079,2017-08-16,14,PET SUPPLIES,0.776032272492369
3001080,2017-08-16,14,PLAYERS AND ELECTRONICS,3.3998848808893145
3001081,2017-08-16,14,POULTRY,54.764272783598344
3001082,2017-08-16,14,PREPARED FOODS,70.39664434780822
3001083,2017-08-16,14,PRODUCE,381.8657795587017
3001084,2017-08-16,14,SCHOOL AND OFFICE SUPPLIES,5.9744108638169005
3001085,2017-08-16,14,SEAFOOD,3.9263755844120816
3001086,2017-08-16,15,AUTOMOTIVE,2.742813721968553
3001087,2017-08-16,15,BABY CARE,1.5586104974000698
3001088,2017-08-16,15,BEAUTY,3.3936220484481527
3001089,2017-08-16,15,BEVERAGES,1304.802632716235
3001090,2017-08-16,15,BOOKS,0.0
3001091,2017-08-16,15,BREAD/BAKERY,143.31060870189822
3001092,2017-08-16,15,CELEBRATION,2.1496982502387554
3001093,2017-08-16,15,CLEANING,763.4359327750881
3001094,2017-08-16,15,DAIRY,330.9342432151456
3001095,2017-08-16,15,DELI,222.5121751552306
3001096,2017-08-16,15,EGGS,78.75788413565573
3001097,2017-08-16,15,FROZEN FOODS,56.87945701619857
3001098,2017-08-16,15,GROCERY I,3053.564571204005
3001099,2017-08-16,15,GROCERY II,4.160204520418171
3001100,2017-08-16,15,HARDWARE,0.9701431698486167
3001101,2017-08-16,15,HOME AND KITCHEN I,20.902448344938733
3001102,2017-08-16,15,HOME AND KITCHEN II,19.846077754237903
3001103,2017-08-16,15,HOME APPLIANCES,0.04598523019992099
3001104,2017-08-16,15,HOME CARE,215.19036482600674
3001105,2017-08-16,15,LADIESWEAR,7.840893739404098
3001106,2017-08-16,15,LAWN AND GARDEN,0.0
3001107,2017-08-16,15,LINGERIE,7.897691945910294
3001108,2017-08-16,15,"LIQUOR,WINE,BEER",36.83157362305015
3001109,2017-08-16,15,MAGAZINES,1.3695937021293174
3001110,2017-08-16,15,MEATS,120.33674896429892
3001111,2017-08-16,15,PERSONAL CARE,170.9279062485725
3001112,2017-08-16,15,PET SUPPLIES,0.7831507633292945
3001113,2017-08-16,15,PLAYERS AND ELECTRONICS,4.387317211619399
3001114,2017-08-16,15,POULTRY,101.3557435844478
3001115,2017-08-16,15,PREPARED FOODS,43.44795176065609
3001116,2017-08-16,15,PRODUCE,588.8447660460812
3001117,2017-08-16,15,SCHOOL AND OFFICE SUPPLIES,6.976846357537272
3001118,2017-08-16,15,SEAFOOD,4.686874602704206
3001119,2017-08-16,16,AUTOMOTIVE,3.6344381447990157
3001120,2017-08-16,16,BABY CARE,0.08809207581107725
3001121,2017-08-16,16,BEAUTY,2.006159047479217
3001122,2017-08-16,16,BEVERAGES,1232.963726047151
3001123,2017-08-16,16,BOOKS,-0.0
3001124,2017-08-16,16,BREAD/BAKERY,146.1202680454421
3001125,2017-08-16,16,CELEBRATION,2.487208750067844
3001126,2017-08-16,16,CLEANING,1002.569310697914
3001127,2017-08-16,16,DAIRY,266.84677540036273
3001128,2017-08-16,16,DELI,139.3086477408897
3001129,2017-08-16,16,EGGS,97.2509192616832
3001130,2017-08-16,16,FROZEN FOODS,27.16276043173448
3001131,2017-08-16,16,GROCERY I,2002.480684609488
3001132,2017-08-16,16,GROCERY II,4.438855826670423
3001133,2017-08-16,16,HARDWARE,0.20415947851539454
3001134,2017-08-16,16,HOME AND KITCHEN I,10.136607174783673
3001135,2017-08-16,16,HOME AND KITCHEN II,25.954275178437513
3001136,2017-08-16,16,HOME APPLIANCES,0.06305260116459752
3001137,2017-08-16,16,HOME CARE,146.34323065945017
3001138,2017-08-16,16,LADIESWEAR,-0.0
3001139,2017-08-16,16,LAWN AND GARDEN,0.0
3001140,2017-08-16,16,LINGERIE,7.2609213778485096
3001141,2017-08-16,16,"LIQUOR,WINE,BEER",46.76518277444885
3001142,2017-08-16,16,MAGAZINES,0.8702543959833535
3001143,2017-08-16,16,MEATS,50.20372242614095
3001144,2017-08-16,16,PERSONAL CARE,133.102214801759
3001145,2017-08-16,16,PET SUPPLIES,0.5441456922978252
3001146,2017-08-16,16,PLAYERS AND ELECTRONICS,1.863389342025107
3001147,2017-08-16,16,POULTRY,66.14898228052205
3001148,2017-08-16,16,PREPARED FOODS,30.059440862523658
3001149,2017-08-16,16,PRODUCE,480.31293403662676
3001150,2017-08-16,16,SCHOOL AND OFFICE SUPPLIES,0.0
3001151,2017-08-16,16,SEAFOOD,1.0875128381387276
3001152,2017-08-16,17,AUTOMOTIVE,5.508424861661622
3001153,2017-08-16,17,BABY CARE,0.4597620941939994
3001154,2017-08-16,17,BEAUTY,2.7584267598219485
3001155,2017-08-16,17,BEVERAGES,2891.218153368173
3001156,2017-08-16,17,BOOKS,-0.0
3001157,2017-08-16,17,BREAD/BAKERY,349.8868060233143
3001158,2017-08-16,17,CELEBRATION,3.7730198655169023
3001159,2017-08-16,17,CLEANING,1083.907632741832
3001160,2017-08-16,17,DAIRY,683.970398569435
3001161,2017-08-16,17,DELI,415.48681357921345
3001162,2017-08-16,17,EGGS,141.9047119809212
3001163,2017-08-16,17,FROZEN FOODS,79.92489707376083
3001164,2017-08-16,17,GROCERY I,4330.383709706392
3001165,2017-08-16,17,GROCERY II,9.354748177336303
3001166,2017-08-16,17,HARDWARE,1.1089391288031418
3001167,2017-08-16,17,HOME AND KITCHEN I,21.036648257943646
3001168,2017-08-16,17,HOME AND KITCHEN II,22.120077702306304
3001169,2017-08-16,17,HOME APPLIANCES,0.0009057279606084264
3001170,2017-08-16,17,HOME CARE,290.07615573389796
3001171,2017-08-16,17,LADIESWEAR,0.036262388628299
3001172,2017-08-16,17,LAWN AND GARDEN,0.0
3001173,2017-08-16,17,LINGERIE,12.173271800987784
3001174,2017-08-16,17,"LIQUOR,WINE,BEER",35.1379839938738
3001175,2017-08-16,17,MAGAZINES,3.047152906266099
3001176,2017-08-16,17,MEATS,217.0845192734919
3001177,2017-08-16,17,PERSONAL CARE,230.51945230245542
3001178,2017-08-16,17,PET SUPPLIES,1.7431277865199317
3001179,2017-08-16,17,PLAYERS AND ELECTRONICS,4.954998703274124
3001180,2017-08-16,17,POULTRY,270.01551491533553
3001181,2017-08-16,17,PREPARED FOODS,49.13285572896387
3001182,2017-08-16,17,PRODUCE,1100.0933954869608
3001183,2017-08-16,17,SCHOOL AND OFFICE SUPPLIES,11.447147158140668
3001184,2017-08-16,17,SEAFOOD,8.243595542601444
3001185,2017-08-16,18,AUTOMOTIVE,2.394171401190421
3001186,2017-08-16,18,BABY CARE,0.5559801413482588
3001187,2017-08-16,18,BEAUTY,3.1384670912781125
3001188,2017-08-16,18,BEVERAGES,1890.8266684628506
3001189,2017-08-16,18,BOOKS,-0.0
3001190,2017-08-16,18,BREAD/BAKERY,522.9002018418009
3001191,2017-08-16,18,CELEBRATION,4.471175431292108
3001192,2017-08-16,18,CLEANING,585.5088674017288
3001193,2017-08-16,18,DAIRY,626.233234671653
3001194,2017-08-16,18,DELI,188.4644877215729
3001195,2017-08-16,18,EGGS,142.84926716359035
3001196,2017-08-16,18,FROZEN FOODS,39.457766492767256
3001197,2017-08-16,18,GROCERY I,2321.0320069195513
3001198,2017-08-16,18,GROCERY II,9.214566523875536
3001199,2017-08-16,18,HARDWARE,0.8358500827384681
3001200,2017-08-16,18,HOME AND KITCHEN I,10.710291376049854
3001201,2017-08-16,18,HOME AND KITCHEN II,17.554095734236245
3001202,2017-08-16,18,HOME APPLIANCES,0.020590968854482535
3001203,2017-08-16,18,HOME CARE,173.0638231794121
3001204,2017-08-16,18,LADIESWEAR,6.830281224418013
3001205,2017-08-16,18,LAWN AND GARDEN,8.955987027562978
3001206,2017-08-16,18,LINGERIE,12.715334309542913
3001207,2017-08-16,18,"LIQUOR,WINE,BEER",88.76855457155395
3001208,2017-08-16,18,MAGAZINES,1.9095265244611621
3001209,2017-08-16,18,MEATS,68.59294298545015
3001210,2017-08-16,18,PERSONAL CARE,216.94254629490825
3001211,2017-08-16,18,PET SUPPLIES,2.276815182336045
3001212,2017-08-16,18,PLAYERS AND ELECTRONICS,5.1047134828545415
3001213,2017-08-16,18,POULTRY,127.89912956438076
3001214,2017-08-16,18,PREPARED FOODS,58.14544184974039
3001215,2017-08-16,18,PRODUCE,1309.7557558225205
3001216,2017-08-16,18,SCHOOL AND OFFICE SUPPLIES,24.523879996455264
3001217,2017-08-16,18,SEAFOOD,9.338347301666927
3001218,2017-08-16,19,AUTOMOTIVE,4.42410051248282
3001219,2017-08-16,19,BABY CARE,0.3429016074549994
3001220,2017-08-16,19,BEAUTY,3.0240210757768633
3001221,2017-08-16,19,BEVERAGES,2048.154681050368
3001222,2017-08-16,19,BOOKS,0.0
3001223,2017-08-16,19,BREAD/BAKERY,159.3619671326178
3001224,2017-08-16,19,CELEBRATION,5.022720467345854
3001225,2017-08-16,19,CLEANING,740.4259285915655
3001226,2017-08-16,19,DAIRY,342.48226616197366
3001227,2017-08-16,19,DELI,250.89769822346386
3001228,2017-08-16,19,EGGS,39.35573093302653
3001229,2017-08-16,19,FROZEN FOODS,32.84863378170975
3001230,2017-08-16,19,GROCERY I,2747.3611330487447
3001231,2017-08-16,19,GROCERY II,8.791154019347347
3001232,2017-08-16,19,HARDWARE,1.0680299662737913
3001233,2017-08-16,19,HOME AND KITCHEN I,9.367582236022672
3001234,2017-08-16,19,HOME AND KITCHEN II,20.229231069162
3001235,2017-08-16,19,HOME APPLIANCES,0.0971262725074566
3001236,2017-08-16,19,HOME CARE,166.61907569835267
3001237,2017-08-16,19,LADIESWEAR,4.559843645147723
3001238,2017-08-16,19,LAWN AND GARDEN,0.0
3001239,2017-08-16,19,LINGERIE,8.376058291176642
3001240,2017-08-16,19,"LIQUOR,WINE,BEER",66.30404552197655
3001241,2017-08-16,19,MAGAZINES,2.1519831184584173
3001242,2017-08-16,19,MEATS,117.26444247978375
3001243,2017-08-16,19,PERSONAL CARE,151.71459205078173
3001244,2017-08-16,19,PET SUPPLIES,1.1306051636594643
3001245,2017-08-16,19,PLAYERS AND ELECTRONICS,3.8299396117609286
3001246,2017-08-16,19,POULTRY,77.6433004496463
3001247,2017-08-16,19,PREPARED FOODS,22.707144509768984
3001248,2017-08-16,19,PRODUCE,415.84995324584156
3001249,2017-08-16,19,SCHOOL AND OFFICE SUPPLIES,13.731705993835927
3001250,2017-08-16,19,SEAFOOD,3.051883253013001
3001251,2017-08-16,2,AUTOMOTIVE,3.4714392791125226
3001252,2017-08-16,2,BABY CARE,-0.0
3001253,2017-08-16,2,BEAUTY,11.791350766692169
3001254,2017-08-16,2,BEVERAGES,2528.169757421483
3001255,2017-08-16,2,BOOKS,-0.0
3001256,2017-08-16,2,BREAD/BAKERY,497.15841003136484
3001257,2017-08-16,2,CELEBRATION,8.79093586331673
3001258,2017-08-16,2,CLEANING,711.0160195721714
3001259,2017-08-16,2,DAIRY,758.8349067136138
3001260,2017-08-16,2,DELI,213.3293093924666
3001261,2017-08-16,2,EGGS,152.181232046899
3001262,2017-08-16,2,FROZEN FOODS,76.2909361365477
3001263,2017-08-16,2,GROCERY I,3613.4705308801445
3001264,2017-08-16,2,GROCERY II,21.19919201570246
3001265,2017-08-16,2,HARDWARE,0.7256490511137443
3001266,2017-08-16,2,HOME AND KITCHEN I,19.298713093434852
3001267,2017-08-16,2,HOME AND KITCHEN II,38.736783207673504
3001268,2017-08-16,2,HOME APPLIANCES,0.0
3001269,2017-08-16,2,HOME CARE,258.08583759237547
3001270,2017-08-16,2,LADIESWEAR,13.520815863882936
3001271,2017-08-16,2,LAWN AND GARDEN,21.002129621915106
3001272,2017-08-16,2,LINGERIE,9.902379979091517
3001273,2017-08-16,2,"LIQUOR,WINE,BEER",78.07429628110091
3001274,2017-08-16,2,MAGAZINES,7.645741637331971
3001275,2017-08-16,2,MEATS,340.2823997751968
3001276,2017-08-16,2,PERSONAL CARE,280.2096975494791
3001277,2017-08-16,2,PET SUPPLIES,5.223420879576773
3001278,2017-08-16,2,PLAYERS AND ELECTRONICS,5.444896270198196
3001279,2017-08-16,2,POULTRY,375.1757939034546
3001280,2017-08-16,2,PREPARED FOODS,98.49444050910786
3001281,2017-08-16,2,PRODUCE,2007.112738455523
3001282,2017-08-16,2,SCHOOL AND OFFICE SUPPLIES,0.0
3001283,2017-08-16,2,SEAFOOD,33.1504467514803
3001284,2017-08-16,20,AUTOMOTIVE,6.112960280554567
3001285,2017-08-16,20,BABY CARE,0.07851888600229238
3001286,2017-08-16,20,BEAUTY,3.8802732717277424
3001287,2017-08-16,20,BEVERAGES,2859.8783197481625
3001288,2017-08-16,20,BOOKS,-0.0
3001289,2017-08-16,20,BREAD/BAKERY,362.6675044195581
3001290,2017-08-16,20,CELEBRATION,4.04160215554529
3001291,2017-08-16,20,CLEANING,1021.1354482591936
3001292,2017-08-16,20,DAIRY,774.9062779036026
3001293,2017-08-16,20,DELI,499.6390717818435
3001294,2017-08-16,20,EGGS,53.55085411937722
3001295,2017-08-16,20,FROZEN FOODS,45.92230118719347
3001296,2017-08-16,20,GROCERY I,4210.532800496921
3001297,2017-08-16,20,GROCERY II,6.370326345367801
3001298,2017-08-16,20,HARDWARE,0.4257827436466316
3001299,2017-08-16,20,HOME AND KITCHEN I,10.02264215029639
3001300,2017-08-16,20,HOME AND KITCHEN II,14.133763066240556
3001301,2017-08-16,20,HOME APPLIANCES,-0.0
3001302,2017-08-16,20,HOME CARE,285.37914433679776
3001303,2017-08-16,20,LADIESWEAR,0.9608132760130483
3001304,2017-08-16,20,LAWN AND GARDEN,11.988607938225678
3001305,2017-08-16,20,LINGERIE,5.504568062409796
3001306,2017-08-16,20,"LIQUOR,WINE,BEER",57.41289008097243
3001307,2017-08-16,20,MAGAZINES,1.0675342986563137
3001308,2017-08-16,20,MEATS,228.2897656619745
3001309,2017-08-16,20,PERSONAL CARE,270.82323677081865
3001310,2017-08-16,20,PET SUPPLIES,2.371992342132843
3001311,2017-08-16,20,PLAYERS AND ELECTRONICS,3.393113184342064
3001312,2017-08-16,20,POULTRY,193.23298651723803
3001313,2017-08-16,20,PREPARED FOODS,54.50165632768952
3001314,2017-08-16,20,PRODUCE,776.9081497015313
3001315,2017-08-16,20,SCHOOL AND OFFICE SUPPLIES,37.904569859019226
3001316,2017-08-16,20,SEAFOOD,8.448340302541038
3001317,2017-08-16,21,AUTOMOTIVE,7.791202926692241
3001318,2017-08-16,21,BABY CARE,0.2497657528801488
3001319,2017-08-16,21,BEAUTY,4.328226151761484
3001320,2017-08-16,21,BEVERAGES,2393.506467646464
3001321,2017-08-16,21,BOOKS,-0.0
3001322,2017-08-16,21,BREAD/BAKERY,404.80681490497665
3001323,2017-08-16,21,CELEBRATION,4.625388676269827
3001324,2017-08-16,21,CLEANING,1200.4546273760143
3001325,2017-08-16,21,DAIRY,582.4384281999066
3001326,2017-08-16,21,DELI,268.50311559467144
3001327,2017-08-16,21,EGGS,225.13606007292407
3001328,2017-08-16,21,FROZEN FOODS,66.05345717127297
3001329,2017-08-16,21,GROCERY I,3532.716399295397
3001330,2017-08-16,21,GROCERY II,12.820903626392973
3001331,2017-08-16,21,HARDWARE,0.31929260751048477
3001332,2017-08-16,21,HOME AND KITCHEN I,26.717867886648257
3001333,2017-08-16,21,HOME AND KITCHEN II,33.520369626859605
3001334,2017-08-16,21,HOME APPLIANCES,0.05017157456433441
3001335,2017-08-16,21,HOME CARE,282.8799471404658
3001336,2017-08-16,21,LADIESWEAR,2.5633150702906384
3001337,2017-08-16,21,LAWN AND GARDEN,12.427989983972594
3001338,2017-08-16,21,LINGERIE,11.52376500540595
3001339,2017-08-16,21,"LIQUOR,WINE,BEER",66.86732673179907
3001340,2017-08-16,21,MAGAZINES,1.9180188139164076
3001341,2017-08-16,21,MEATS,92.4444176346352
3001342,2017-08-16,21,PERSONAL CARE,250.83982955894277
3001343,2017-08-16,21,PET SUPPLIES,2.4831093209373747
3001344,2017-08-16,21,PLAYERS AND ELECTRONICS,5.193817382874233
3001345,2017-08-16,21,POULTRY,132.65350051973223
3001346,2017-08-16,21,PREPARED FOODS,116.75482482547098
3001347,2017-08-16,21,PRODUCE,1089.1509318746225
3001348,2017-08-16,21,SCHOOL AND OFFICE SUPPLIES,14.316064300716894
3001349,2017-08-16,21,SEAFOOD,3.2979469736916487
3001350,2017-08-16,22,AUTOMOTIVE,2.520741919135521
3001351,2017-08-16,22,BABY CARE,0.0049957295887680725
